CO_TAZID,zip5
41263,84766
41265,84766
41264,84766
41252,84739
41245,84739
41242,84739
41244,84739
41243,84739
41262,84739
41261,84739
41258,84739
41253,84739
41246,84739
41250,84739
41255,84739
41256,84739
41260,84739
41254,84739
41257,84739
41248,84739
41251,84739
41247,84739
41272,84724
41241,84724
41207,84724
41237,84724
41236,84724
41238,84724
41240,84724
41239,84724
41233,84724
41235,84724
41234,84724
41285,84754
41291,84754
41276,84754
41232,84754
41308,84754
41222,84754
41205,84754
41221,84754
41216,84754
41220,84754
41212,84754
41210,84754
41203,84754
41214,84754
41208,84754
41202,84754
41209,84754
41259,84754
41278,84754
41273,84754
41274,84754
41275,84754
41277,84754
41223,84754
41279,84754
41266,84754
41267,84754
41270,84754
41268,84754
41269,84754
41271,84754
41281,84754
41283,84754
41284,84754
41249,84754
41282,84754
41280,84754
41218,84754
41217,84754
41206,84754
41211,84754
41204,84754
41219,84754
41213,84754
41215,84754
41290,84754
41307,84754
41162,84701
41156,84701
41158,84701
41190,84701
41144,84701
41189,84701
41191,84701
41166,84701
41114,84701
41196,84701
41106,84701
41115,84701
41176,84701
41138,84701
41134,84701
41136,84701
41135,84701
41153,84701
41152,84701
41150,84701
41193,84701
41180,84701
41171,84701
41167,84701
41139,84701
41147,84701
41143,84701
41145,84701
41137,84701
41141,84701
41142,84701
41146,84701
41148,84701
41151,84701
41161,84701
41160,84701
41188,84701
41159,84701
41192,84701
41201,84701
41197,84701
41199,84701
41198,84701
41200,84701
41183,84701
41194,84701
41184,84701
41195,84701
41185,84701
41187,84701
41186,84701
41118,84701
41181,84701
41177,84701
41178,84701
41175,84701
41182,84701
41179,84701
41113,84701
41112,84701
41116,84701
41105,84701
41107,84701
41172,84701
41168,84701
41173,84701
41174,84701
41170,84701
41169,84701
41165,84701
41164,84701
41104,84701
41102,84701
41101,84701
41097,84701
41098,84701
41140,84701
41149,84701
41154,84701
41155,84701
41157,84701
41163,84701
41287,84701
41229,84711
41230,84711
41231,84711
41227,84711
41228,84711
41224,84711
41226,84711
41225,84711
41130,84730
41109,84730
41108,84730
41111,84730
41131,84730
41110,84730
41120,84730
41126,84730
41122,84730
41124,84730
41128,84730
41129,84730
41127,84730
41125,84730
41121,84730
41123,84730
41119,84730
41117,84730
41132,84652
41008,84652
41003,84652
41013,84652
41005,84652
41004,84652
41006,84652
41010,84652
41007,84652
41001,84652
41012,84652
41032,84652
41014,84652
41011,84652
41033,84652
41002,84652
41086,84620
41062,84620
41056,84620
41049,84620
41051,84620
41050,84620
41048,84620
41064,84620
41066,84620
41067,84620
41063,84620
41070,84620
41087,84620
41069,84620
41052,84620
41068,84620
41088,84620
41071,84620
41085,84620
41072,84620
41047,84620
41061,84620
41065,84620
41057,84620
41053,84620
41059,84620
41055,84620
41058,84620
41060,84620
41133,84620
41297,84744
41293,84744
41294,84744
41295,84744
41292,84744
41299,84744
41298,84744
41301,84744
41300,84744
41296,84744
41044,84654
41009,84654
41305,84654
41302,84654
41310,84654
41306,84654
41304,84654
41309,84654
41015,84654
41035,84654
41016,84654
41017,84654
41018,84654
41036,84654
41038,84654
41034,84654
41041,84654
41043,84654
41037,84654
41039,84654
41019,84654
41022,84654
41042,84654
41021,84654
41020,84654
41023,84654
41029,84654
41030,84654
41024,84654
41025,84654
41054,84654
41031,84654
41046,84654
41027,84654
41028,84654
41040,84654
41045,84654
41026,84654
41303,84654
41286,84657
41081,84657
41100,84657
41083,84657
41076,84657
41080,84657
41078,84657
41093,84657
41092,84657
41096,84657
41084,84657
41074,84657
41075,84657
41099,84657
41091,84657
41103,84657
41094,84657
41095,84657
41089,84657
41073,84657
41077,84657
41090,84657
41079,84657
41082,84657
55058,84747
55055,84747
55010,84747
55001,84747
55021,84747
55020,84747
55018,84747
55019,84747
55002,84747
55017,84747
55024,84747
55035,84747
55032,84747
55022,84747
55023,84747
55025,84747
55011,84747
55030,84747
55014,84747
55008,84747
55009,84747
55005,84747
55006,84747
55007,84747
55015,84747
55012,84747
55013,84747
55003,84747
55016,84747
55004,84747
55056,84747
55042,84749
55031,84749
55029,84749
55027,84749
55028,84749
55043,84749
55026,84749
55036,84749
55033,84749
55037,84749
55034,84749
55040,84749
55039,84749
55038,84749
55041,84749
55048,84749
55088,84749
55059,84749
55082,84773
55080,84773
55077,84773
55073,84773
55078,84773
55072,84773
55076,84773
55074,84773
55079,84773
55081,84775
55069,84775
55091,84775
55089,84775
55090,84775
55075,84775
55064,84775
55065,84775
55061,84775
55063,84775
55070,84775
55066,84775
55062,84775
55071,84775
55068,84775
55067,84775
55085,84734
55092,84734
55086,84734
55084,84734
55087,84734
55083,84734
55046,84715
55049,84715
55050,84715
55053,84715
55051,84715
55054,84715
55044,84715
55045,84715
55047,84715
55052,84715
55057,84715
55060,84715
9019,84046
9018,84046
9015,84046
9009,84046
9016,84046
9014,84046
9017,84046
9013,84046
9012,84046
9008,84023
9003,84023
9006,84023
9010,84023
9001,84023
9002,84023
9007,84023
9011,84023
9004,84023
9005,84023
13117,84027
13116,84027
13121,84027
13119,84027
13120,84027
13125,84027
13105,84021
13108,84021
13118,84021
13081,84021
13089,84021
13067,84021
13071,84021
13068,84021
13072,84021
13086,84021
13078,84021
13070,84021
13090,84021
13106,84021
13066,84021
13083,84021
13088,84021
13098,84021
13069,84021
13073,84021
13080,84021
13077,84021
13076,84021
13095,84021
13094,84021
13082,84021
13087,84021
13123,84021
13079,84021
13085,84021
13097,84021
13058,84021
13084,84021
13093,84021
13057,84021
13122,84021
13113,84021
13075,84021
13124,84021
13091,84021
13074,84021
13102,84021
13114,84031
13110,84031
13115,84072
13109,84072
13111,84072
13112,84072
13046,84073
13052,84073
13065,84051
13047,84051
13042,84051
13048,84051
13056,84051
13064,84002
13041,84002
13061,84002
13040,84002
13043,84001
13050,84001
13039,84001
13051,84001
13044,84001
13038,84001
13049,84001
13036,84066
13062,84066
13021,84066
13022,84066
13037,84066
13004,84066
13063,84066
13031,84066
13005,84066
13014,84066
13012,84066
13032,84066
13002,84066
13013,84066
13008,84066
13035,84066
13009,84066
13010,84066
13033,84066
13003,84066
13001,84066
13030,84066
13006,84066
13007,84066
13011,84066
13026,84066
13023,84066
13029,84066
13028,84066
13024,84066
13025,84066
13060,84066
13015,84066
47007,84066
47012,84066
47011,84066
47017,84066
47002,84066
47019,84066
47001,84066
47016,84066
47015,84066
47003,84066
47004,84066
13034,84066
13017,84066
13055,84007
13054,84007
13059,84007
13053,84007
13045,84007
13018,84053
13027,84053
13019,84053
13020,84053
13016,84053
13101,84052
13092,84052
13096,84052
13099,84052
13100,84052
13107,84052
47151,84052
47024,84052
13104,84052
13103,84052
47139,84063
47150,84063
47137,84063
47140,84063
47138,84063
47023,84063
47026,84078
47152,84078
47027,84078
47061,84078
47083,84078
47062,84078
47057,84078
47045,84078
47069,84078
47037,84078
47054,84078
47084,84078
47046,84078
47063,84078
47141,84078
47060,84078
47033,84078
47039,84078
47048,84078
47055,84078
47086,84078
47041,84078
47050,84078
47056,84078
47112,84078
47043,84078
47051,84078
47089,84078
47113,84078
47091,84078
47102,84078
47092,84078
47126,84078
47121,84078
47128,84078
47144,84078
47143,84078
47145,84078
47103,84078
47028,84078
47118,84078
47104,84078
47106,84078
47101,84078
47093,84078
47087,84078
47058,84078
47059,84078
47080,84078
47078,84078
47090,84078
47052,84078
47042,84078
47049,84078
47040,84078
47047,84078
47079,84078
47081,84078
47075,84078
47074,84078
47072,84078
47036,84078
47076,84078
47044,84078
47053,84078
47077,84078
47071,84078
47066,84078
47067,84078
47073,84078
47068,84078
47035,84078
47064,84078
47070,84078
47117,84078
47116,84078
47153,84078
47127,84078
47095,84078
47082,84078
47085,84078
47094,84078
47088,84078
47099,84078
47031,84078
47029,84078
47030,84078
47010,84078
47136,84078
47110,84078
47097,84078
47107,84078
47111,84078
47115,84078
47105,84078
47098,84078
47120,84078
47119,84078
47114,84078
47109,84078
47108,84078
47096,84078
47100,84078
47038,84078
47034,84078
47065,84078
47129,84035
47142,84035
47130,84035
47133,84035
47134,84035
47135,84035
47125,84035
47122,84035
47132,84035
47123,84035
47124,84035
47131,84035
47147,84008
47148,84008
47146,84008
47149,84008
47032,84085
47005,84085
47025,84085
47006,84076
47008,84039
47009,84039
47018,84039
47013,84039
47014,84039
47020,84026
47021,84026
47022,84026
7156,84520
7155,84520
7154,84520
7153,84520
7160,84520
7172,84539
7157,84539
7173,84539
7159,84539
7170,84539
7161,84539
7151,84539
7158,84539
7162,84539
7152,84539
7171,84539
7090,84542
7093,84542
7128,84542
7095,84542
7098,84542
7096,84542
7094,84542
7099,84542
7097,84542
7103,84542
7105,84542
7104,84542
7102,84542
7107,84542
7091,84542
7100,84542
7108,84542
7106,84542
7109,84542
7092,84542
3055,84334
3048,84334
3061,84334
3060,84334
3056,84334
3049,84311
3035,84311
3047,84311
3046,84311
3043,84311
3057,84311
3042,84311
3036,84311
3050,84311
3058,84311
3044,84311
3051,84311
3045,84311
3037,84311
3053,84311
3052,84311
3078,84306
3069,84306
3054,84306
3072,84306
3059,84306
29060,84050
29063,84050
29054,84050
29058,84050
29084,84050
29004,84050
29021,84050
29091,84050
29083,84050
29090,84050
29092,84050
29085,84050
29093,84050
29043,84050
29041,84050
29048,84050
29003,84050
29035,84050
29061,84050
29040,84050
29044,84050
29051,84050
29055,84050
29005,84050
29020,84050
29074,84050
29081,84050
29028,84050
29029,84050
29009,84050
29067,84050
29033,84050
29070,84050
29066,84050
29045,84050
29057,84050
29025,84050
29024,84050
29027,84050
29017,84050
29006,84050
29068,84050
29072,84050
29076,84050
29075,84050
29073,84050
29082,84050
29026,84050
29077,84050
29078,84050
29079,84050
29080,84050
29064,84050
29065,84050
29059,84050
29056,84050
29053,84050
29049,84050
29047,84050
29050,84050
29052,84050
29032,84050
29036,84050
29069,84050
29071,84050
29089,84050
29086,84050
29018,84050
29014,84050
29019,84050
29012,84050
29015,84050
29013,84050
29011,84050
29016,84050
29007,84050
29034,84050
29031,84050
29008,84050
29001,84050
29002,84050
29023,84050
29022,84050
29030,84050
29010,84050
29037,84050
29038,84050
29039,84050
29042,84050
29046,84050
29062,84050
29087,84018
29088,84018
37171,84511
37094,84511
37124,84511
37143,84511
37113,84511
37103,84511
37107,84511
37090,84511
37082,84511
37088,84511
37086,84511
37101,84511
37097,84511
37098,84511
37105,84511
37108,84511
37125,84511
37091,84511
37083,84511
37119,84511
37144,84511
37116,84511
37084,84511
37121,84511
37104,84511
37110,84511
37106,84511
37111,84511
37127,84511
37123,84511
37122,84511
37126,84511
37096,84511
37102,84511
37160,84511
37115,84511
37117,84511
37118,84511
37078,84511
37079,84511
37080,84511
37093,84511
37089,84511
37087,84511
37085,84511
37099,84511
37095,84511
37092,84511
37076,84511
37081,84511
37112,84511
37134,84511
37132,84511
37135,84511
37130,84511
37131,84511
37159,84511
37128,84511
37129,84511
37136,84511
37137,84511
37138,84511
37139,84511
37179,84511
37178,84511
37175,84511
37162,84511
37174,84511
37161,84511
37173,84511
37109,84511
37100,84511
37077,84511
37120,84511
37114,84511
37133,84511
37195,84531
37203,84531
37186,84531
37198,84510
37177,84510
37188,84510
37183,84510
37180,84510
37190,84510
37193,84510
37196,84510
37189,84510
37187,84510
37172,84510
37145,84535
37029,84535
37061,84535
37045,84535
37063,84535
37067,84535
37041,84535
37030,84535
37032,84535
37026,84535
37019,84535
37147,84535
37148,84535
37152,84535
37150,84535
37151,84535
37062,84535
37058,84535
37066,84535
37065,84535
37059,84535
37060,84535
37027,84535
37049,84535
37036,84535
37035,84535
37140,84535
37046,84535
37034,84535
37031,84535
37033,84535
37037,84535
37039,84535
37038,84535
37028,84535
37040,84535
37064,84535
37053,84535
37054,84535
37043,84535
37044,84535
37047,84535
37048,84535
37055,84535
37050,84535
37052,84535
37051,84535
37068,84535
37042,84535
37157,84535
37156,84535
37155,84535
37072,84535
37074,84535
37069,84535
37071,84535
37070,84535
37057,84535
37075,84535
37073,84535
37154,84535
37153,84535
37158,84535
37056,84535
37141,84535
37018,84530
37017,84530
37020,84530
37021,84530
37149,84530
37146,84530
37016,84530
37022,84530
37024,84530
37192,84534
37185,84534
37184,84534
37182,84534
37181,84534
37169,84512
37176,84512
37197,84512
37199,84512
37191,84512
37194,84512
37168,84512
37170,84512
37166,84512
37167,84512
37202,84536
37201,84536
45311,84034
45309,84029
45312,84029
45300,84029
45001,84029
45058,84029
45040,84029
45054,84029
45047,84029
45262,84029
45033,84029
45062,84029
45295,84029
45013,84029
45016,84029
45050,84029
45310,84029
45004,84029
45014,84029
45034,84029
45026,84029
45049,84029
45084,84029
45024,84029
45006,84029
45017,84029
45015,84029
45010,84029
45019,84029
45042,84029
45023,84029
45296,84029
45302,84029
45018,84029
45011,84029
45012,84029
45025,84029
45060,84029
45071,84029
45020,84029
45048,84029
45031,84029
45044,84029
45069,84029
45057,84029
45066,84029
45052,84029
45094,84029
45090,84029
45028,84029
45007,84029
45298,84029
45299,84029
45002,84029
45297,84029
45005,84029
45061,84029
45009,84029
45041,84029
45032,84029
45030,84029
45051,84029
45261,84029
45068,84029
45021,84029
45089,84029
45091,84029
45055,84029
45086,84029
45036,84029
45053,84029
45045,84029
45079,84029
45078,84029
45092,84029
45096,84029
45095,84029
45093,84029
45070,84029
45072,84029
45065,84029
45067,84029
45046,84029
45003,84029
45064,84029
45063,84029
45059,84029
45008,84029
45022,84029
45029,84029
45037,84029
45038,84029
45087,84029
45085,84029
45027,84029
45035,84029
45043,84029
45307,84022
45304,84022
45306,84022
45305,84022
45301,84022
45303,84022
45287,84080
45294,84080
45290,84080
45286,84080
45288,84080
45289,84080
45291,84080
45292,84080
45293,84080
45274,84071
45266,84071
45271,84071
45285,84071
45267,84071
45264,84071
45273,84071
45269,84071
45281,84071
45272,84071
45270,84071
45263,84071
45265,84071
45282,84071
45124,84074
45255,84074
45103,84074
45148,84074
45170,84074
45165,84074
45167,84074
45258,84074
45192,84074
45188,84074
45189,84074
45256,84074
45235,84074
45198,84074
45218,84074
45229,84074
45077,84074
45127,84074
45176,84074
45211,84074
45100,84074
45109,84074
45138,84074
45081,84074
45154,84074
45150,84074
45151,84074
45152,84074
45183,84074
45245,84074
45248,84074
45252,84074
45216,84074
45200,84074
45209,84074
45223,84074
45238,84074
45242,84074
45237,84074
45236,84074
45205,84074
45195,84074
45194,84074
45226,84074
45184,84074
45225,84074
45056,84074
45181,84074
45179,84074
45174,84074
45171,84074
45157,84074
45140,84074
45159,84074
45073,84074
45075,84074
45088,84074
45162,84074
45164,84074
45155,84074
45121,84074
45117,84074
45180,84074
45186,84074
45202,84074
45191,84074
45217,84074
45207,84074
45196,84074
45222,84074
45227,84074
45228,84074
45230,84074
45224,84074
45241,84074
45234,84074
45210,84074
45214,84074
45199,84074
45208,84074
45206,84074
45204,84074
45221,84074
45232,84074
45249,84074
45190,84074
45268,84074
45126,84074
45134,84074
45239,84074
45219,84074
45233,84074
45240,84074
45250,84074
45254,84074
45259,84074
45260,84074
45257,84074
45220,84074
45203,84074
45193,84074
45231,84074
45213,84074
45197,84074
45201,84074
45253,84074
45160,84074
45142,84074
45143,84074
45128,84074
45144,84074
45074,84074
45246,84074
45243,84074
45153,84074
45118,84074
45099,84074
45130,84074
45120,84074
45105,84074
45039,84074
45137,84074
45185,84074
45251,84074
45247,84074
45244,84074
45173,84074
45168,84074
45129,84074
45136,84074
45123,84074
45111,84074
45110,84074
45119,84074
45116,84074
45098,84074
45104,84074
45101,84074
45115,84074
45122,84074
45114,84074
45113,84074
45112,84074
45108,84074
45106,84074
45107,84074
45097,84074
45102,84074
45080,84074
45082,84074
45076,84074
45083,84074
45145,84074
45161,84074
45146,84074
45187,84074
45178,84074
45177,84074
45172,84074
45139,84074
45163,84074
45156,84074
45147,84074
45175,84074
45135,84074
45141,84074
45125,84074
45132,84074
45133,84074
45131,84074
45149,84074
45158,84074
45166,84074
45169,84074
45182,84074
45212,84074
45215,84074
45284,84069
45277,84069
45278,84069
45279,84069
45276,84069
45275,84069
45283,84069
45280,84069
57068,84310
57075,84310
57076,84310
57022,84310
57063,84310
57012,84310
57050,84310
57054,84310
57067,84310
57048,84310
57056,84310
57060,84310
57057,84310
57061,84310
57011,84310
57059,84310
57064,84310
57062,84310
57016,84310
57052,84310
57009,84310
57020,84310
57051,84310
57074,84310
57044,84310
57043,84310
57066,84310
57049,84310
57047,84310
57058,84310
57045,84310
57046,84310
57014,84310
57015,84310
57021,84310
57013,84310
57053,84310
57055,84310
57065,84310
57010,84310
57069,84310
57079,84310
570424,84310
570426,84310
57071,84317
57018,84317
57033,84317
57078,84317
57077,84317
57080,84317
57073,84317
57017,84317
57026,84317
57027,84317
57039,84317
57007,84317
57034,84317
57030,84317
57031,84317
57001,84317
57004,84317
57008,84317
57005,84317
57032,84317
57035,84317
57038,84317
57002,84317
57025,84317
57036,84317
57019,84317
57023,84317
57003,84317
57006,84317
57028,84317
57029,84317
57040,84317
57041,84317
57042,84317
57024,84317
57037,84317
57081,84317
57083,84317
57082,84317
57072,84401
57070,84401
570027,84401
570028,84401
570029,84401
570030,84401
570031,84401
570032,84401
570033,84401
570036,84401
570037,84401
570038,84401
570039,84401
570040,84401
570042,84401
570043,84401
570044,84401
570045,84401
570157,84401
570195,84401
570198,84401
570200,84401
570201,84401
570203,84401
570205,84401
570207,84401
570208,84401
570209,84401
570210,84401
570211,84401
570212,84401
570213,84401
570214,84401
570215,84401
570216,84401
570217,84401
570218,84401
570219,84401
570220,84401
570221,84401
570222,84401
570223,84401
570224,84401
570225,84401
570226,84401
570227,84401
570228,84401
570229,84401
570230,84401
570231,84401
570232,84401
570233,84401
570234,84401
570235,84401
570236,84401
570237,84401
570238,84401
570239,84401
570240,84401
570241,84401
570242,84401
570243,84401
570245,84401
570246,84401
570247,84401
570249,84401
570251,84401
570252,84401
570253,84401
570254,84401
570255,84401
570256,84401
570257,84401
570258,84401
570259,84401
570260,84401
570261,84401
570271,84401
570272,84401
570273,84401
570274,84401
570275,84401
570276,84401
570282,84401
570294,84401
570295,84401
570296,84401
570297,84401
570298,84401
570299,84401
570300,84401
570301,84401
570302,84401
570303,84401
570304,84401
570305,84401
570306,84401
570307,84401
570308,84401
570309,84401
570310,84401
570311,84401
570312,84401
570313,84401
570314,84401
570315,84401
570316,84401
570317,84401
570318,84401
570319,84401
570320,84401
570321,84401
30110,84340
30111,84340
30112,84340
30113,84340
30114,84340
30115,84340
30116,84340
30117,84340
30118,84340
30119,84340
30120,84340
30121,84340
30122,84340
30123,84340
30124,84340
30125,84340
30126,84340
30127,84340
30128,84340
30129,84340
30130,84340
30131,84340
30132,84340
30133,84340
30134,84340
30135,84340
30136,84340
30137,84340
30138,84340
30139,84340
30140,84340
30141,84340
30142,84340
30143,84340
30144,84340
30152,84340
30153,84340
30146,84324
30147,84324
30148,84324
30150,84324
30151,84324
110001,84315
110002,84315
110003,84315
110004,84315
570322,84315
570323,84315
570324,84315
570325,84315
570326,84315
570327,84315
570328,84315
570329,84315
570330,84315
570331,84315
570332,84315
570333,84315
570334,84315
570335,84315
570336,84315
570337,84315
570338,84315
570339,84315
570340,84315
570341,84315
570342,84315
570343,84315
110005,84015
110006,84015
110007,84015
110008,84015
110009,84015
110010,84015
110011,84015
110012,84015
110013,84015
110014,84015
110015,84015
110016,84015
110017,84015
110018,84015
110019,84015
110020,84015
110022,84015
110023,84015
110024,84015
110025,84015
110026,84015
110027,84015
110028,84015
110029,84015
110030,84015
110031,84015
110032,84015
110033,84015
110034,84015
110035,84015
110036,84015
110037,84015
110038,84015
110039,84015
110040,84015
110041,84015
110043,84015
110044,84015
110046,84015
110062,84015
110063,84015
110064,84015
110065,84015
110067,84015
110068,84015
110069,84015
110070,84015
110071,84015
110072,84015
110073,84015
110075,84015
110076,84015
110077,84015
110078,84015
110079,84015
110080,84015
110081,84015
110082,84015
110083,84015
110084,84015
110085,84015
110088,84015
110021,84075
110086,84075
110087,84075
110089,84075
110090,84075
110091,84075
110092,84075
110093,84075
110094,84075
110095,84075
110096,84075
110097,84075
110098,84075
110099,84075
110100,84075
110101,84075
110102,84075
110103,84075
110104,84075
110105,84075
110106,84075
110107,84075
110317,84075
110318,84075
110319,84075
110042,84056
110045,84056
110047,84056
110048,84056
110049,84056
110050,84056
110051,84056
110052,84056
110053,84056
110066,84056
110074,84056
110109,84056
570374,84056
570387,84056
570388,84056
110054,84405
110055,84405
110056,84405
110057,84405
110058,84405
110059,84405
110060,84405
110061,84405
570269,84405
570270,84405
570281,84405
570375,84405
570376,84405
570377,84405
570378,84405
570379,84405
570380,84405
570381,84405
570382,84405
570383,84405
570384,84405
570385,84405
570386,84405
570389,84405
570390,84405
570391,84405
570392,84405
570393,84405
570394,84405
570395,84405
570396,84405
570397,84405
570398,84405
570399,84405
570400,84405
570401,84405
570405,84405
570412,84405
570415,84405
570419,84405
570421,84405
570422,84405
570423,84405
110108,84041
110112,84041
110113,84041
110114,84041
110119,84041
110120,84041
110121,84041
110122,84041
110123,84041
110124,84041
110125,84041
110127,84041
110128,84041
110129,84041
110130,84041
110131,84041
110135,84041
110136,84041
110137,84041
110138,84041
110139,84041
110140,84041
110141,84041
110142,84041
110144,84041
110145,84041
110146,84041
110147,84041
110148,84041
110150,84041
110151,84041
110152,84041
110153,84041
110154,84041
110155,84041
110156,84041
110157,84041
110158,84041
110159,84041
110160,84041
110161,84041
110162,84041
110165,84041
110110,84040
110111,84040
110115,84040
110116,84040
110117,84040
110118,84040
110126,84040
110132,84040
110133,84040
110134,84040
110143,84040
110149,84040
110322,84040
110163,84037
110164,84037
110166,84037
110167,84037
110168,84037
110169,84037
110170,84037
110171,84037
110172,84037
110173,84037
110174,84037
110175,84037
110176,84037
110177,84037
110178,84037
110179,84037
110180,84037
110181,84037
110182,84037
110183,84037
110184,84037
110185,84037
110186,84037
110187,84037
110188,84037
110189,84037
110190,84025
110191,84025
110192,84025
110193,84025
110194,84025
110195,84025
110196,84025
110197,84025
110198,84025
110199,84025
110200,84025
110201,84025
110202,84025
110203,84025
110204,84025
110205,84025
110206,84025
110207,84025
110208,84025
110209,84025
110210,84025
110211,84025
110212,84025
110320,84025
110323,84025
110213,84014
110214,84014
110215,84014
110216,84014
110217,84014
110218,84014
110219,84014
110220,84014
110221,84014
110222,84014
110223,84014
110224,84014
110225,84014
110226,84014
110227,84014
110228,84014
110229,84014
110230,84014
110231,84014
110232,84087
110233,84087
110234,84087
110235,84087
110236,84087
110237,84087
110238,84087
110239,84087
110240,84087
110241,84087
110242,84087
110278,84087
110279,84087
110280,84087
110281,84087
110282,84087
110283,84087
110285,84087
110286,84087
110287,84087
110288,84087
110289,84087
110290,84087
110321,84087
110243,84010
110244,84010
110245,84010
110246,84010
110247,84010
110248,84010
110249,84010
110250,84010
110251,84010
110252,84010
110253,84010
110254,84010
110255,84010
110256,84010
110257,84010
110258,84010
110259,84010
110260,84010
110261,84010
110262,84010
110263,84010
110264,84010
110265,84010
110266,84010
110267,84010
110268,84010
110269,84010
110270,84010
110271,84010
110272,84010
110273,84010
110274,84010
110275,84010
110276,84010
110277,84010
110284,84010
110291,84010
110292,84010
110303,84010
110304,84010
110324,84010
110293,84054
110294,84054
110295,84054
110296,84054
110297,84054
110298,84054
110299,84054
110300,84054
110301,84054
110302,84054
110305,84054
110306,84054
110307,84054
110308,84054
110309,84054
110310,84054
110311,84054
110312,84054
110313,84054
110314,84054
110315,84054
110316,84116
350001,84116
350034,84116
350035,84116
350036,84116
350037,84116
350038,84116
350039,84116
350040,84116
350041,84116
350042,84116
350043,84116
350044,84116
350045,84116
350046,84116
350047,84116
350048,84116
350049,84116
350050,84116
350051,84116
350052,84116
350053,84116
350054,84116
350055,84116
350056,84116
350057,84116
350058,84116
350061,84116
350062,84116
350063,84116
350064,84116
350065,84116
350070,84116
350071,84116
350072,84116
350073,84116
350074,84116
350075,84116
350076,84116
350077,84116
350079,84116
350080,84116
350081,84116
350082,84116
350083,84116
350084,84116
350085,84116
350086,84116
350108,84116
350109,84116
350110,84116
350111,84116
350112,84116
350115,84116
350117,84116
351297,84116
350002,84044
350003,84044
350004,84044
350005,84044
350006,84044
350007,84044
350008,84044
350009,84044
350010,84044
350011,84044
350012,84044
350013,84044
350103,84044
350148,84044
350198,84044
350302,84044
350303,84044
350397,84044
350398,84044
350399,84044
350400,84044
350401,84044
350402,84044
350403,84044
350404,84044
350405,84044
350406,84044
350407,84044
350408,84044
350409,84044
350410,84044
350411,84044
350412,84044
350413,84044
350414,84044
350415,84044
350416,84044
350496,84044
350497,84044
350519,84044
350014,84006
350015,84006
350016,84006
350017,84006
350018,84006
350020,84006
350021,84006
350524,84006
350529,84006
350809,84006
350823,84006
350861,84006
350878,84006
350019,84096
350022,84096
350023,84096
350024,84096
350025,84096
350026,84096
350027,84096
350028,84096
350029,84096
350030,84096
350031,84096
350033,84096
351117,84096
351118,84096
351119,84096
351120,84096
351121,84096
351122,84096
351123,84096
351124,84096
351125,84096
351126,84096
351127,84096
351128,84096
351129,84096
351130,84096
351131,84096
351132,84096
351133,84096
351134,84096
351135,84096
351136,84096
351137,84096
351138,84096
351139,84096
351140,84096
351141,84096
351143,84096
351144,84096
351145,84096
351146,84096
351147,84096
351149,84096
351150,84096
351152,84096
351157,84096
351158,84096
351167,84096
351168,84096
351169,84096
351177,84096
351178,84096
351184,84096
351185,84096
351186,84096
351195,84096
350032,84065
351142,84065
351148,84065
351151,84065
351153,84065
351154,84065
351155,84065
351156,84065
351159,84065
351160,84065
351161,84065
351162,84065
351163,84065
351164,84065
351165,84065
351166,84065
351170,84065
351171,84065
351172,84065
351173,84065
351174,84065
351175,84065
351176,84065
351179,84065
351180,84065
351181,84065
351182,84065
351183,84065
351187,84065
351188,84065
351189,84065
351190,84065
351191,84065
351192,84065
351193,84065
351194,84065
351257,84065
351258,84065
351259,84065
351260,84065
351261,84065
351262,84065
351263,84065
351264,84065
351265,84065
351266,84065
351267,84065
351268,84065
351269,84065
351270,84065
351271,84065
351272,84065
351273,84065
351274,84065
351275,84065
351276,84065
351277,84065
351278,84065
351279,84065
351280,84065
351281,84065
490382,84065
350059,84103
350066,84103
350067,84103
350068,84103
350069,84103
350078,84103
350087,84103
350088,84103
350089,84103
350090,84103
350091,84103
350092,84103
350093,84103
350094,84103
350095,84103
350096,84103
350097,84103
350098,84103
350099,84103
350100,84103
350101,84103
350133,84103
350134,84103
350138,84103
350140,84103
350142,84103
350144,84103
350060,84122
350102,84112
350146,84112
350104,84104
350105,84104
350106,84104
350107,84104
350113,84104
350114,84104
350116,84104
350118,84104
350120,84104
350149,84104
350150,84104
350151,84104
350152,84104
350153,84104
350154,84104
350155,84104
350156,84104
350157,84104
350158,84104
350159,84104
350199,84104
350200,84104
350201,84104
350202,84104
350203,84104
350204,84104
350205,84104
350206,84104
350207,84104
350208,84104
350209,84104
350210,84104
350265,84104
350266,84104
350267,84104
350268,84104
350269,84104
350270,84104
350271,84104
350272,84104
350273,84104
350274,84104
350275,84104
350276,84104
350277,84104
350278,84104
350279,84104
350280,84104
350305,84104
350306,84104
350307,84104
350308,84104
350309,84104
350310,84104
350311,84104
350313,84104
350314,84104
350315,84104
350316,84104
350317,84104
350318,84104
350319,84104
350341,84104
350342,84104
350343,84104
350344,84104
350345,84104
350346,84104
350119,84101
350121,84101
350122,84101
350123,84101
350124,84101
350125,84101
350126,84101
350127,84101
350128,84101
350129,84101
350160,84101
350161,84101
350162,84101
350163,84101
350164,84101
350165,84101
350166,84101
350167,84101
350168,84101
350169,84101
350170,84101
350171,84101
350172,84101
350173,84101
350211,84101
350212,84101
350213,84101
350214,84101
350215,84101
350216,84101
350217,84101
350218,84101
350219,84101
350220,84101
350221,84101
350222,84101
350223,84101
350224,84101
350225,84101
350226,84101
350227,84101
350228,84101
