CO_TAZID,zip5
570163,84404
570164,84404
570165,84404
570166,84404
570167,84404
570168,84404
570169,84404
570170,84404
570171,84404
570172,84404
570173,84404
570174,84404
570175,84404
570176,84404
570177,84404
570178,84404
570179,84404
570180,84404
570181,84404
570182,84404
570183,84404
570184,84404
570185,84404
570186,84404
570187,84404
570188,84404
570189,84404
570190,84404
570191,84404
570192,84404
570193,84404
570194,84404
570196,84404
570197,84404
570199,84404
570202,84404
570204,84404
570206,84404
3295,84313
3297,84313
3299,84313
3087,84312
3088,84312
3064,84312
3097,84312
3101,84312
3089,84312
3070,84312
3032,84312
3038,84312
3031,84312
3034,84312
3083,84312
3090,84312
3079,84312
3091,84312
3080,84312
3100,84312
3071,84312
3067,84312
3065,84312
3074,84312
3076,84312
3082,84312
3099,84312
3081,84312
3073,84312
3098,84312
3063,84312
3040,84312
3041,84312
3062,84312
3068,84312
3066,84312
3093,84312
3075,84312
3092,84312
3086,84312
3085,84312
3033,84312
3039,84312
3084,84312
3077,84312
3094,84312
3182,84309
3189,84309
3095,84309
3102,84309
3105,84309
3106,84309
3183,84309
3188,84309
3185,84309
3187,84309
3186,84309
3191,84309
3184,84309
3104,84309
3096,84309
3193,84314
3198,84314
3194,84314
3199,84314
3209,84314
3197,84314
3200,84314
3196,84314
3190,84314
3192,84314
3195,84314
3208,84314
3204,84302
3205,84302
3210,84302
3225,84302
3289,84302
3202,84302
3259,84302
3201,84302
3203,84302
3220,84302
3222,84302
3207,84302
3206,84302
3260,84302
30001,84302
30002,84302
30003,84302
30004,84302
30005,84302
30006,84302
30007,84302
30008,84302
30009,84302
30010,84302
30011,84302
30012,84302
30013,84302
30014,84302
30015,84302
30016,84302
30017,84302
30018,84302
30019,84302
30020,84302
30021,84302
30022,84302
30023,84302
30024,84302
30025,84302
30026,84302
30027,84302
30028,84302
30029,84302
30030,84302
30031,84302
30032,84302
30033,84302
30034,84302
30035,84302
30036,84302
30037,84302
30038,84302
30039,84302
30040,84302
30041,84302
30042,84302
30043,84302
30044,84302
30045,84302
30046,84302
30047,84302
30048,84302
30049,84302
30050,84302
30051,84302
30052,84302
30053,84302
30054,84302
30055,84302
30056,84302
30057,84302
30058,84302
30059,84302
30060,84302
30061,84302
30062,84302
30063,84302
30064,84302
30065,84302
30066,84302
30067,84302
30068,84302
30069,84302
30070,84302
30071,84302
30072,84302
30073,84302
30074,84302
30075,84302
30076,84302
30077,84302
30078,84302
30079,84302
30080,84302
30081,84302
30082,84302
30083,84302
30084,84302
30085,84302
30086,84302
30087,84302
30088,84302
30089,84302
30090,84302
30091,84302
30092,84302
30093,84302
30094,84302
30095,84302
30096,84302
30097,84302
30098,84302
30099,84302
30100,84302
30101,84302
30102,84302
30103,84302
30104,84302
30105,84302
30106,84302
30107,84302
30108,84302
30109,84302
30145,84302
30149,84302
3212,84301
3214,84301
3211,84301
3213,84301
7166,84526
7168,84526
7165,84526
7169,84526
7167,84526
7164,84526
7009,84526
7147,84526
7001,84526
7063,84526
7008,84526
7061,84526
7013,84526
7012,84526
7007,84526
7005,84526
7004,84526
7003,84526
7015,84526
7014,84526
7011,84526
7150,84526
7010,84526
7146,84526
7060,84526
7006,84526
7002,84526
15204,84522
15265,84522
15267,84522
15211,84522
15219,84522
15226,84522
15222,84522
15214,84522
15216,84522
15206,84522
15205,84522
15207,84522
15217,84522
15215,84522
15209,84522
15210,84522
15212,84522
15218,84522
15220,84522
15221,84522
15225,84522
15223,84522
15224,84522
15208,84522
15269,84522
15264,84522
15240,84523
15193,84523
15201,84523
15178,84523
15190,84523
15175,84523
15180,84523
15181,84523
15176,84523
15198,84523
15179,84523
15182,84523
15183,84523
15185,84523
15184,84523
15200,84523
15199,84523
15197,84523
15194,84523
15196,84523
15171,84523
15213,84523
15189,84523
15188,84523
15187,84523
15177,84523
15174,84523
15173,84523
15170,84523
15191,84523
15186,84523
15192,84523
15195,84523
15202,84523
15203,84523
15172,84523
15262,84523
15227,84528
15230,84528
15106,84528
15091,84528
15107,84528
15081,84528
15090,84528
15076,84528
15080,84528
15077,84528
15084,84528
15085,84528
15082,84528
15083,84528
15088,84528
15087,84528
15092,84528
15079,84528
15094,84528
15078,84528
15095,84528
15101,84528
15097,84528
15105,84528
15093,84528
15109,84528
15108,84528
15113,84528
15086,84528
15111,84528
15102,84528
15103,84528
15100,84528
15104,84528
15236,84528
15232,84528
15228,84528
15231,84528
15235,84528
15233,84528
15075,84528
15098,84528
15099,84528
15096,84528
15110,84528
15074,84528
15157,84537
15237,84537
15148,84537
15137,84537
15147,84537
15144,84537
15141,84537
15138,84537
15145,84537
15140,84537
15146,84537
15139,84537
15143,84537
15135,84537
15136,84537
15134,84537
15142,84537
15238,84537
15239,84537
15229,84537
15130,84513
15116,84513
15129,84513
15126,84513
15132,84513
15133,84513
15118,84513
15122,84513
15115,84513
15121,84513
15120,84513
15125,84513
15131,84513
15114,84513
15112,84513
15123,84513
15117,84513
15119,84513
15127,84513
15124,84513
15128,84513
15048,84518
15234,84518
15040,84518
15260,84518
15026,84518
15052,84518
15042,84518
15070,84518
15063,84518
15061,84518
15068,84518
15071,84518
15069,84518
15065,84518
15059,84518
15072,84518
15035,84518
15060,84518
15051,84518
15022,84518
15034,84518
15089,84518
15046,84518
15045,84518
15057,84518
15043,84518
15047,84518
15054,84518
15053,84518
15056,84518
15049,84518
15041,84518
15062,84518
15044,84518
15055,84518
15050,84518
15025,84518
15031,84518
15058,84518
15067,84518
15066,84518
15064,84518
15073,84518
15011,84521
15012,84521
15258,84521
15037,84521
15032,84521
15016,84521
15010,84521
15018,84521
15003,84521
15027,84521
15013,84521
15017,84521
15005,84521
15039,84521
15007,84521
15033,84521
15002,84521
15001,84521
15006,84521
15004,84521
15008,84521
15036,84521
15038,84521
15029,84521
15030,84521
15028,84521
15015,84521
15024,84521
15023,84521
15020,84521
15019,84521
15014,84521
15021,84521
15266,84525
15263,84525
15268,84525
15261,84525
15250,84525
15256,84525
15251,84525
15252,84525
15244,84525
15243,84525
15242,84525
15255,84525
15245,84525
15247,84525
15248,84525
15246,84525
19074,84525
19086,84525
19078,84525
19080,84525
19079,84525
19081,84525
15259,84525
15241,84525
15257,84525
15253,84525
15254,84525
15249,84525
15165,84516
15161,84516
15163,84516
15167,84516
15168,84516
15158,84516
15166,84516
15151,84516
15150,84516
15154,84516
15152,84516
15155,84516
15169,84516
15164,84516
15160,84516
15159,84516
15162,84516
15149,84516
15156,84516
15153,84516
15009,84501
7066,84501
7070,84501
7067,84501
7038,84501
7141,84501
7056,84501
7023,84501
7042,84501
7029,84501
7045,84501
7057,84501
7020,84501
7028,84501
7033,84501
7048,84501
7081,84501
7049,84501
7034,84501
7123,84501
7052,84501
7036,84501
7053,84501
7085,84501
7124,84501
7120,84501
7116,84501
7143,84501
7163,84501
7148,84501
7080,84501
7068,84501
7065,84501
7111,84501
7072,84501
7074,84501
7069,84501
7084,84501
7122,84501
7064,84501
7024,84501
7021,84501
7031,84501
7022,84501
7030,84501
7035,84501
7025,84501
7026,84501
7043,84501
7027,84501
7041,84501
7039,84501
7040,84501
7051,84501
7044,84501
7046,84501
7050,84501
7047,84501
7032,84501
7058,84501
7055,84501
7054,84501
7037,84501
7071,84501
7073,84501
7059,84501
7079,84501
7076,84501
7077,84501
7075,84501
7078,84501
7082,84501
7083,84501
7088,84501
7089,84501
7114,84501
7112,84501
7118,84501
7115,84501
7136,84501
7135,84501
7129,84501
7132,84501
7130,84501
7138,84501
7139,84501
7145,84501
7087,84501
7016,84501
7137,84501
7134,84501
7131,84501
7101,84501
7117,84501
7126,84501
7086,84501
7127,84501
7133,84501
7125,84501
7142,84501
7144,84501
7113,84501
7110,84501
7121,84501
7019,84501
7018,84501
7017,84501
7062,84501
7140,84501
7149,84501
7119,84501
17093,84712
17094,84712
17095,84712
17096,84712
31084,84712
31082,84712
17102,84712
17001,84759
17002,84759
17006,84759
17007,84759
17009,84759
17008,84759
17011,84759
17039,84759
17014,84759
17040,84759
17030,84759
17037,84759
17049,84759
17048,84759
17051,84759
17036,84759
17029,84759
17013,84759
17010,84759
17012,84759
17021,84759
17018,84759
17003,84759
17023,84759
17017,84759
17024,84759
17016,84759
17031,84759
17028,84759
17045,84759
17027,84759
17044,84759
17043,84759
17032,84759
17035,84759
17034,84759
17033,84759
17004,84759
17005,84759
17015,84759
17019,84759
17022,84759
17026,84759
17025,84759
17020,84759
17047,84759
17050,84759
17052,84759
17100,84759
17038,84759
17041,84759
17046,84759
17042,84759
17053,84735
17057,84735
17054,84735
17055,84735
17058,84735
17056,84735
17059,84735
17060,84735
17071,84718
17078,84718
17079,84718
17073,84718
17075,84718
17069,84718
17070,84718
17072,84718
17074,84718
17076,84718
17077,84718
17082,84736
17085,84736
17086,84736
17084,84736
17087,84736
17080,84736
17081,84736
17088,84736
17083,84736
17092,84736
17109,84726
17117,84726
17120,84726
17147,84726
17108,84726
17111,84726
17136,84726
17107,84726
17106,84726
17104,84726
17112,84726
17126,84726
17113,84726
17127,84726
17114,84726
17129,84726
17130,84726
17119,84726
17118,84726
17128,84726
17121,84726
17116,84726
17110,84726
17115,84726
17131,84726
17132,84726
17134,84726
17135,84726
17133,84726
17123,84726
17125,84726
17124,84726
17105,84726
17145,84726
17122,84726
17137,84716
17142,84716
17144,84716
17146,84716
17140,84716
17141,84716
17138,84716
17139,84716
17143,84716
17101,84764
17098,84764
17061,84764
17062,84764
17063,84764
17064,84764
17097,84764
17099,84764
17091,84764
17089,84764
17103,84764
17148,84533
17152,84533
17150,84533
17151,84533
17149,84533
25106,84533
37200,84533
37165,84533
17067,84776
17066,84776
17068,84776
17065,84776
17090,84776
19084,84540
19085,84540
19083,84540
19082,84540
19076,84532
19073,84532
19039,84532
19004,84532
19030,84532
19023,84532
19014,84532
19016,84532
19033,84532
19048,84532
19057,84532
19063,84532
19072,84532
19071,84532
19054,84532
19044,84532
19070,84532
19031,84532
19022,84532
19007,84532
19001,84532
19003,84532
19020,84532
19015,84532
19025,84532
19024,84532
19041,84532
19049,84532
19032,84532
19019,84532
19052,84532
19060,84532
19037,84532
19067,84532
19062,84532
19005,84532
19069,84532
19038,84532
19064,84532
19061,84532
19002,84532
19040,84532
19045,84532
19053,84532
19050,84532
19051,84532
19017,84532
19026,84532
19035,84532
19034,84532
19066,84532
19065,84532
19056,84532
19047,84532
19042,84532
19046,84532
19043,84532
19036,84532
19029,84532
19012,84532
19013,84532
19018,84532
19028,84532
19077,84532
19075,84532
19068,84532
19055,84532
37163,84532
37164,84532
37025,84532
37142,84532
37023,84532
37015,84532
37005,84532
37014,84532
37001,84532
37010,84532
37007,84532
37011,84532
37008,84532
37002,84532
37003,84532
37006,84532
37009,84532
37013,84532
37012,84532
37004,84532
19059,84532
19058,84532
19021,84532
19027,84532
19006,84532
19008,84532
19009,84532
19011,84532
19010,84532
19087,84515
33007,84038
33019,84038
33022,84038
33018,84038
33017,84038
33014,84038
33010,84038
33013,84038
33016,84038
33015,84038
33012,84038
33011,84038
33027,84038
33025,84038
33024,84038
33020,84038
33021,84038
33026,84038
33029,84038
33032,84064
33039,84064
33028,84064
33045,84064
33043,84064
33059,84064
33044,84064
33042,84064
33038,84064
33041,84064
33034,84064
33035,84064
33036,84064
33037,84064
33040,84064
33048,84064
33030,84064
33031,84064
33033,84086
33061,84086
33063,84086
33047,84086
33058,84086
33046,84086
33049,84086
33055,84086
33050,84086
33062,84086
33053,84086
33056,84086
33054,84086
33052,84086
33057,84086
33060,84086
33064,84086
33065,84086
33051,84086
33009,84028
33008,84028
33003,84028
33002,84028
33001,84028
33005,84028
33023,84028
33004,84028
33006,84028
23127,84083
23126,84083
23125,84083
45316,84083
45308,84083
45317,84083
45313,84083
45314,84083
45315,84083
45319,84083
45318,84083
23124,84648
23119,84648
23121,84648
23122,84648
23120,84648
23110,84648
23037,84648
23076,84648
23068,84648
23080,84648
23069,84648
23038,84648
23058,84648
23073,84648
23044,84648
23056,84648
23066,84648
23045,84648
23052,84648
23053,84648
23036,84648
23123,84648
23060,84648
23071,84648
23062,84648
23061,84648
23067,84648
23039,84648
23041,84648
23065,84648
23070,84648
23064,84648
23048,84648
23049,84648
23054,84648
23077,84648
23078,84648
23074,84648
23035,84648
23083,84648
23075,84648
23072,84648
23079,84648
23081,84648
23082,84648
23086,84648
23085,84648
23084,84648
23047,84648
23063,84648
23051,84648
23046,84648
23040,84648
23043,84648
23042,84648
23050,84648
23055,84648
23057,84648
23059,84648
23113,84628
23112,84628
23117,84628
23114,84628
23115,84628
23118,84628
23116,84628
23111,84639
23107,84639
23093,84639
23089,84639
23109,84639
23087,84639
23088,84639
23091,84639
23098,84639
23094,84639
23099,84639
23100,84639
23090,84639
23095,84639
23097,84639
23096,84639
23102,84639
23103,84639
23104,84639
23106,84639
23108,84639
23092,84639
23101,84639
23105,84639
23015,84645
23011,84645
23029,84645
23012,84645
23020,84645
23003,84645
23002,84645
23006,84645
23005,84645
23001,84645
23004,84645
23018,84645
23023,84645
23019,84645
23024,84645
23016,84645
23013,84645
23014,84645
23034,84645
23028,84645
23033,84645
23021,84645
23025,84645
23032,84645
23026,84645
23030,84645
23007,84645
23017,84645
23022,84645
23031,84645
23027,84645
23008,84645
23010,84645
23009,84645
25005,84710
25003,84710
25001,84710
25007,84710
25011,84710
25102,84710
25037,84710
25002,84710
25014,84710
25006,84710
25009,84710
25012,84710
25010,84710
25034,84710
25004,84710
25013,84710
25008,84710
25017,84729
25015,84729
25020,84729
25021,84729
25040,84729
25018,84729
25016,84729
25019,84729
25042,84729
25023,84758
25027,84758
25025,84758
25043,84758
25091,84758
25024,84758
25026,84758
25022,84758
25041,84758
25028,84758
25044,84758
25030,84755
25031,84755
25029,84755
25047,84741
25045,84741
25046,84741
25062,84741
25055,84741
25056,84741
25068,84741
25070,84741
25077,84741
25073,84741
25078,84741
25063,84741
25086,84741
25085,84741
25081,84741
25089,84741
25093,84741
25095,84741
25092,84741
25103,84741
25101,84741
25104,84741
25105,84741
25109,84741
25107,84741
25049,84741
25054,84741
25052,84741
25057,84741
25058,84741
25053,84741
25051,84741
25050,84741
25075,84741
25079,84741
25080,84741
25048,84741
25099,84741
25096,84741
25090,84741
25088,84741
25084,84741
25059,84741
25060,84741
25061,84741
25065,84741
25064,84741
25074,84741
25069,84741
25072,84741
25076,84741
25071,84741
25067,84741
25066,84741
25083,84741
25087,84741
25082,84741
25094,84741
25100,84741
25097,84741
25098,84741
25108,84741
25032,84762
25033,84762
25039,84762
25036,84762
25038,84762
25035,84762
27413,84728
27409,84728
27411,84728
27412,84728
27408,84728
27406,84728
27414,84728
27410,84728
27407,84624
27253,84624
27251,84624
27254,84624
27249,84624
27040,84624
27093,84624
27024,84624
27062,84624
27141,84624
27160,84624
27255,84624
27144,84624
27120,84624
27149,84624
27113,84624
27165,84624
27252,84624
27250,84624
27260,84624
27220,84624
27240,84624
27258,84624
27230,84624
27190,84624
27034,84624
27025,84624
27029,84624
27031,84624
27059,84624
27061,84624
27049,84624
27039,84624
27051,84624
27071,84624
27055,84624
27022,84624
27045,84624
27026,84624
27027,84624
27037,84624
27070,84624
27036,84624
27033,84624
27053,84624
27043,84624
27021,84624
27023,84624
27035,84624
27044,84624
27054,84624
27064,84624
27159,84624
27115,84624
27117,84624
27148,84624
27121,84624
27114,84624
27130,84624
27127,84624
27140,84624
27145,84624
27164,84624
27137,84624
27138,84624
27168,84624
27175,84624
27166,84624
27173,84624
27099,84624
27086,84624
27092,84624
27079,84624
27085,84624
27097,84624
27101,84624
27106,84624
27108,84624
27167,84624
27174,84624
27182,84624
27181,84624
27191,84624
27126,84624
27125,84624
27128,84624
27136,84624
27131,84624
27129,84624
27142,84624
27119,84624
27116,84624
27118,84624
27135,84624
27133,84624
27132,84624
27134,84624
27143,84624
27122,84624
27147,84624
27163,84624
27146,84624
27193,84624
27185,84624
27139,84624
27161,84624
27171,84624
27178,84624
27170,84624
27177,84624
27169,84624
27176,84624
27192,84624
27184,84624
27183,84624
27189,84624
27172,84624
27100,84624
27104,84624
27105,84624
27180,84624
27107,84624
27188,84624
27102,84624
27103,84624
27096,84624
27098,84624
27019,84624
27020,84624
27003,84624
27004,84624
27082,84624
27077,84624
27084,84624
27078,84624
27087,84624
27088,84624
27080,84624
27089,84624
27152,84624
27158,84624
27073,84624
27150,84624
27153,84624
27154,84624
27151,84624
27195,84624
27179,84624
27187,84624
27186,84624
27194,84624
27209,84624
27208,84624
27202,84624
27207,84624
27206,84624
27210,84624
27201,84624
27203,84624
27196,84624
27197,84624
27198,84624
27200,84624
27199,84624
27205,84624
27204,84624
27028,84624
27058,84624
27048,84624
27038,84624
27041,84624
27030,84624
27060,84624
27050,84624
27069,84624
27063,84624
27072,84624
27032,84624
27052,84624
27042,84624
27090,84624
27162,84624
27218,84624
27217,84624
27219,84624
27228,84624
27229,84624
27227,84624
27256,84624
27259,84624
27243,84624
27248,84624
27247,84624
27236,84624
27238,84624
27109,84624
27112,84624
27156,84624
27157,84624
27124,84624
27262,84624
27155,84624
27111,84624
27110,84624
27123,84624
27311,84624
27402,84637
27401,84637
27405,84637
27394,84637
27382,84637
27404,84637
27378,84637
27390,84637
27384,84637
27383,84637
27398,84637
27397,84637
27393,84637
27396,84637
27395,84637
27391,84637
27400,84637
27385,84637
27381,84637
27380,84637
27392,84637
27387,84637
27388,84637
27399,84637
27389,84637
27379,84637
27386,84637
27005,84635
27083,84635
27066,84635
27065,84635
27057,84635
27056,84635
27047,84635
27068,84635
27046,84635
27074,84635
27094,84635
27091,84635
27016,84635
27012,84635
27095,84635
27018,84635
27017,84635
27013,84635
27015,84635
27014,84635
27007,84635
27008,84635
27011,84635
27009,84635
27010,84635
27006,84635
27001,84635
27002,84635
27081,84635
27075,84635
27076,84635
27067,84635
27348,84631
27330,84631
27350,84631
27303,84631
27333,84631
27316,84631
27306,84631
27403,84631
27309,84631
27312,84631
27314,84631
27325,84631
27321,84631
27322,84631
27323,84631
27319,84631
27318,84631
27313,84631
27340,84631
27343,84631
27346,84631
27344,84631
27341,84631
27317,84631
27347,84631
27305,84631
27337,84631
27315,84631
27320,84631
27326,84631
27328,84631
27324,84631
27327,84631
27331,84631
27329,84631
27336,84631
27335,84631
27339,84631
27332,84631
27334,84631
27338,84631
27342,84631
27345,84631
27300,84631
27299,84631
27298,84631
27301,84631
27297,84631
27296,84631
27302,84656
27265,84656
27270,84656
27268,84656
27269,84656
27267,84656
27264,84656
27266,84656
27263,84656
27271,84656
27274,84656
27272,84656
27275,84656
27273,84656
27308,84656
27307,84656
27310,84656
27304,84636
27288,84636
27278,84636
27276,84636
27285,84636
27286,84636
27287,84636
27293,84636
27290,84636
27292,84636
27291,84636
27289,84636
27281,84636
27280,84636
27277,84636
27295,84636
27279,84636
27294,84636
27282,84636
27283,84636
27284,84636
27226,84638
27225,84638
27224,84638
27223,84638
27222,84638
27221,84638
27257,84638
27261,84649
27235,84649
27234,84649
27233,84649
27232,84649
27231,84649
27245,84649
27244,84649
27242,84649
27239,84649
27237,84649
27246,84649
27241,84649
27366,84644
27360,84644
27363,84644
27358,84644
27369,84644
27357,84644
27364,84644
27359,84644
27372,84644
27361,84644
27373,84644
27377,84644
27362,84644
27365,84644
27375,84644
27371,84644
27368,84644
27374,84644
27370,84644
27356,84644
27353,84644
27352,84644
27355,84644
27351,84644
27354,84644
27349,84644
27367,84644
27376,84644
27212,84640
27211,84640
27213,84640
27215,84640
27216,84640
27214,84640
31016,84750
31017,84750
31002,84750
31001,84750
31004,84750
31003,84750
31005,84750
31009,84750
31014,84750
31015,84750
31012,84750
31011,84750
31006,84750
31010,84750
31013,84750
31007,84750
31008,84750
31067,84740
31019,84740
31021,84740
31018,84740
31027,84740
31031,84740
31028,84740
31023,84740
31032,84740
31022,84740
31024,84740
31025,84740
31026,84740
31020,84740
31029,84740
31035,84740
31033,84740
31030,84740
31066,84740
31064,84723
31045,84723
31046,84723
31049,84723
31053,84723
31052,84723
31048,84723
31047,84723
31051,84723
31050,84723
31042,84723
31041,84723
31039,84723
31058,84723
31043,84723
31054,84723
31044,84723
31056,84723
31059,84723
31061,84723
31057,84723
31062,84723
31060,84723
31065,84723
31063,84723
31040,84723
31038,84723
31055,84723
31080,84732
31083,84732
31068,84732
31069,84732
31071,84732
31070,84732
31073,84732
31072,84732
31074,84732
31075,84732
31076,84732
31077,84732
31078,84732
31081,84732
31079,84732
31034,84743
31036,84743
31037,84743
39208,84634
39193,84634
39196,84634
39192,84634
39194,84634
39198,84634
39197,84634
39191,84634
39202,84634
39195,84634
39201,84634
39190,84630
39207,84630
39200,84622
39203,84622
39204,84622
39199,84622
39206,84621
39187,84621
39205,84621
39179,84643
39178,84643
39189,84643
39185,84643
39186,84643
39188,84643
39177,84642
39168,84642
39149,84642
39151,84642
39156,84642
39183,84642
39184,84642
39162,84642
39150,84642
39152,84642
39161,84642
39144,84642
39147,84642
39155,84642
39170,84642
39154,84642
39171,84642
39166,84642
39164,84642
39153,84642
39148,84642
39167,84642
39165,84642
39169,84642
39158,84642
39157,84642
39160,84642
39159,84642
39163,84642
39176,84665
39175,84665
39173,84665
39172,84665
39174,84665
39064,84646
39023,84646
39026,84646
39031,84646
39017,84646
39025,84646
39028,84646
39020,84646
39019,84646
39018,84646
39030,84646
39032,84646
39021,84646
39024,84646
39029,84646
39008,84632
39106,84632
39006,84632
39002,84632
39004,84632
39009,84632
39005,84632
39007,84632
39001,84632
39003,84632
39013,84632
39014,84632
39012,84632
39011,84632
39010,84632
39016,84632
39022,84632
39015,84632
39125,84627
39123,84627
39146,84627
39119,84627
39131,84627
39126,84627
39118,84627
39121,84627
39124,84627
39138,84627
39145,84627
39130,84627
39136,84627
39117,84627
39122,84627
39120,84627
39132,84627
39133,84627
39127,84627
39137,84627
39143,84627
39142,84627
39134,84627
39135,84627
39139,84627
39141,84627
39129,84627
39128,84627
39140,84627
39027,84647
39078,84647
39077,84647
39067,84647
39069,84647
39101,84647
39111,84647
39181,84647
39083,84647
39113,84647
39114,84647
39115,84647
39068,84647
39103,84647
39072,84647
39066,84647
39079,84647
39071,84647
39070,84647
39082,84647
39102,84647
39074,84647
39108,84647
39081,84647
39073,84647
39076,84647
39075,84647
39080,84647
39182,84647
39061,84623
39055,84623
39034,84623
39044,84623
39033,84623
39065,84623
39060,84623
39059,84623
39054,84662
39062,84662
39050,84662
39063,84662
39053,84662
39051,84662
39049,84662
39052,84662
39056,84662
39057,84662
39058,84662
39116,84662
39180,84662
39089,84629
39110,84629
39088,84629
39095,84629
39109,84629
39112,84629
39105,84629
39097,84629
39086,84629
39091,84629
39087,84629
39085,84629
39084,84629
39098,84629
39099,84629
39100,84629
39096,84629
39094,84629
39104,84629
39090,84629
39092,84629
39093,84629
39107,84629
491328,84629
491302,84629
491303,84629
39040,84667
39041,84667
39036,84667
39038,84667
39048,84667
39043,84667
39045,84667
39042,84667
39039,84667
39035,84667
39046,84667
39037,84667
39047,84667
41289,84766
41288,84766
